BookingID,roomCount,type,BookingPrice,numberOfBookedNights,numberOfReviews,hasFreeCancellation,cancelled
1976,1,UNKNOWN,104,10,22,0,1
1977,1,HOTEL,107,4,35,0,0
1978,1,HOTEL,94,1,30,0,0
1979,1,HOTEL,93,4,30,1,1
1980,1,APART_HOTEL,111,2,34,0,0
1981,4,HOTEL,98,1,25,0,0
1982,2,HOTEL,93,1,45,1,0
1983,1,ALL_INCLUSIVE,108,8,22,0,1
1984,1,APART_HOTEL,96,1,62,0,0
1985,1,APART_HOTEL,93,1,108,1,0
1986,1,HOTEL,91,2,30,0,0
1987,1,HOTEL,98,2,45,0,1
1988,3,HOTEL,145,3,45,1,0
1989,1,HOTEL,107,3,47,0,0
1990,1,HOTEL,111,8,108,0,0
1991,1,HOTEL,90,1,25,0,0
1992,1,HOTEL,98,9,22,0,1
1993,1,HOTEL,121,5,96,1,1
1994,1,HOTEL,97,1,56,0,0
1995,1,HOTEL,94,2,401,0,0
1996,2,HOTEL,91,1,66,0,0
1997,1,HOTEL,91,1,183,1,0
1998,2,HOTEL,168239,4,27,0,1
1999,1,APART_HOTEL,109,1,35,0,0
2000,1,HOTEL,98,1,151,0,0
2001,1,SUITE,91,1,30,0,0
2002,1,UNKNOWN,91,1,50,0,0
2003,1,UNKNOWN,147,23,22,0,1
2004,1,HOTEL,93,6,22,0,0
2005,1,HOTEL,98,1,34,0,0
2006,1,HOTEL,93,1,66,0,0
2007,1,HOTEL,91,4,25,0,1
2008,3,HOTEL,130,3,42,0,0
2009,2,HOTEL,115,2,35,0,1
2010,1,HOTEL,119,4,30,0,0
2011,1,HOTEL,91,1,401,0,0
2012,1,HOTEL,516,10,25,0,0
2013,2,APART_HOTEL,105,3,34,0,0
2014,1,HOTEL,91,3,27,0,0
2015,1,HOTEL,94,1,35,0,0
2016,1,HOTEL,91,1,66,0,0
2017,1,HOTEL,93,1,161,1,1
2018,1,HOTEL,140,1,108,0,0
2019,1,HOTEL,94,2,56,1,0
2020,1,HOTEL_RESORT,93,1,34,0,0
2021,1,HOTEL,94,2,74,0,0
2022,1,HOTEL,111,6,22,1,0
2023,1,HOTEL,93,2,22,0,0
2024,4,HOTEL,108,2,68,0,0
2025,1,HOTEL,97,6,22,0,0
2026,1,HOTEL,101,1,166,0,0
2027,2,APART_HOTEL,133,7,71,1,1
2028,1,HOTEL,94,3,25,0,0
2029,1,HOTEL,111,8,62,1,1
2030,2,HOTEL,98,1,45,1,0
2031,1,HOTEL,91,1,22,0,0
2032,1,APART_HOTEL,177,2,25,0,0
2033,1,HOTEL,90,1,132,1,0
2034,2,HOTEL,119,6,22,1,1
2035,1,HOTEL,90,1,22,0,0
2036,1,APARTMENT,116,2,68,0,0
2037,1,HOTEL,101,2,30,0,0
2038,2,HOTEL,111,4,68,0,0
2039,1,HOTEL,97,1,30,0,1
2040,1,HOTEL,90,1,34,0,0
2041,1,APARTMENT,94,2,34,1,0
2042,1,APART_HOTEL,122,6,30,1,0
2043,1,SUITE,137,4,62,0,1
2044,1,APARTMENT,91,3,22,0,0
2045,1,HOTEL,93,1,35,0,0
2046,1,HOTEL,94,1,45,1,0
2047,1,HOTEL,91,2,112,1,1
2048,1,HOTEL,96,2,204,0,1
2049,1,HOTEL,96,1,34,0,1
2050,1,APARTMENT,109,7,54,1,0
2051,3,HOTEL,103,6,39,0,1
2052,1,HOTEL,94,2,25,0,0
2053,1,HOTEL,91,1,71,0,1
2054,1,HOTEL,96,12,22,0,0
2055,1,HOTEL,116,1,27,0,0
2056,1,HOTEL,94,1,59,0,1
2057,1,HOTEL,101,3,68,0,0
2058,1,APART_HOTEL,181,4,74,1,0
2059,1,HOTEL,253,9,22,0,0
2060,1,HOTEL,94,1,96,1,0
2061,1,UNKNOWN,101,2,22,0,0
2062,1,APARTMENT,94,1,22,1,1
2063,1,HOTEL,115,3,59,0,1
2064,1,HOTEL,93,1,96,0,0
2065,1,APARTMENT,96,1,22,0,1
2066,1,HOTEL,96,4,74,1,0
2067,1,HOTEL,91,2,47,0,0
2068,1,HOTEL,94,1,175,0,1
2069,1,HOTEL,168,7,27,0,1
2070,1,VILLA,101,1,142,0,0
2071,1,HOTEL,104,3,84,0,0
2072,1,HOTEL,105,6,74,1,1
2073,1,HOTEL,116,7,25,0,1
2074,1,HOTEL,91,3,22,0,0
2075,1,HOTEL_RESORT,96,3,112,0,1
2076,1,HOTEL,96,2,146,0,0
2077,1,HOTEL,93,1,45,1,0
2078,1,HOTEL,94,1,39,0,1
2079,2,HOTEL,97,1,47,0,0
2080,1,HOTEL,90,1,25,0,0
2081,1,HOTEL_RESORT,93,4,249,0,0
2082,1,HOTEL,97,3,50,0,0
2083,1,HOTEL,94,1,112,0,0
2084,1,HOTEL,93,1,22,0,0
2085,3,HOTEL,105,1,249,0,1
2086,1,HOTEL,100,1,166,0,1
2087,1,HOTEL,93,1,59,0,1
2088,4,HOTEL_RESORT,114,1,22,0,0
2089,1,HOTEL,93,3,183,1,0
2090,1,HOTEL,91,1,45,1,0
2091,1,HOTEL,94,5,30,0,0
2092,1,HOTEL,125,11,27,0,0
2093,1,HOTEL,93,1,25,0,0
2094,1,HOTEL,90,1,42,1,1
2095,1,HOTEL,90,1,25,0,0
2096,1,HOTEL,103,3,35,0,0
2097,1,HOTEL,98,1,56,0,0
2098,1,SUITE,96,2,68,1,1
2099,3,HOTEL,136,3,124,0,1
2100,1,APART_HOTEL,104,3,39,0,0
2101,1,HOTEL,342,28,22,0,1
2102,1,HOTEL,122,2,71,0,0
2103,1,HOTEL,105,2,42,0,0
2104,1,APARTMENT,163,7,68,0,1
2105,1,HOTEL,107,1,112,0,0
2106,1,APART_HOTEL,132,5,35,0,1
2107,3,HOTEL,98,2,22,0,0
2108,2,HOTEL,93,2,35,1,1
2109,1,GUEST_HOUSE,98,3,22,0,1
2110,1,BED_BREAKFAST,91,1,22,0,0
2111,1,HOTEL,125,6,25,0,1
2112,1,HOTEL,105,4,35,0,0
2113,1,HOTEL,93,1,25,0,0
2114,1,HOTEL_RESORT,90,1,249,0,0
2115,1,HOTEL,91,1,45,1,0
2116,2,APART_HOTEL,103,2,34,0,1
2117,1,HOTEL_RESORT,91,1,249,0,0
2118,4,HOTEL,143,3,50,0,1
2119,1,HOTEL,121,3,166,0,1
2120,2,HOTEL,96,5,47,0,1
2121,1,APARTMENT,90,1,39,1,0
2122,2,HOTEL,116,1,34,0,1
2123,1,APART_HOTEL,235,5,22,0,1
2124,1,APART_HOTEL,98,1,25,0,0
2125,1,HOTEL,109,1,68,0,1
2126,1,APART_HOTEL,118,4,30,1,1
2127,1,HOTEL,91,3,39,0,1
2128,1,HOTEL,252,3,22,0,0
2129,1,HOTEL,93,3,27,0,0
2130,1,HOTEL,151,5,42,0,0
2131,1,APART_HOTEL,91,3,27,0,1
2132,3,HOTEL,125,8,25,0,1
2133,1,HOTEL,101,1,47,0,0
2134,1,HOTEL,100,2,22,0,1
2135,1,HOTEL,112,1,25,0,0
2136,2,APART_HOTEL,100,1,59,0,1
2137,1,HOTEL,98,8,59,1,0
2138,1,HOTEL,96,2,137,0,0
2139,1,HOTEL,125,3,45,1,0
2140,1,HOTEL,93,3,141,0,0
2141,1,HOTEL,91,5,30,0,1
2142,1,HOTEL,91,1,39,0,0
2143,2,HOTEL,97,1,74,0,0
2144,2,HOTEL,93,2,30,1,0
2145,1,SUITE,96,1,35,1,0
2146,1,HOTEL,100,4,47,0,0
2147,1,HOTEL,97,5,27,0,1
2148,2,HOTEL,97,1,59,0,1
2149,1,HOTEL,90,3,42,0,0
2150,1,HOTEL,97,1,25,0,0
2151,1,APART_HOTEL,121,6,25,0,1
2152,1,HOTEL,94,1,74,0,0
2153,1,HOTEL,104,2,204,0,1
2154,1,HOTEL,90,1,22,0,0
2155,2,HOTEL,96,1,42,0,0
2156,1,HOTEL,103,4,45,0,0
2157,1,HOTEL,91,1,25,0,0
2158,2,HOTEL,98,1,22,0,0
2159,1,APARTMENT,91,1,25,0,0
2160,1,HOTEL,197,3,71,0,0
2161,1,HOTEL,93,2,22,0,0
2162,1,HOTEL,108,5,146,1,1
2163,1,HOTEL,111,2,62,0,1
2164,1,APARTMENT,96,1,22,0,0
2165,1,HOTEL,91,1,22,0,0
2166,2,HOTEL,93,4,108,1,0
2167,1,PENSION,96,2,25,0,0
2168,1,HOTEL_RESORT,96,1,108,0,0
2169,1,HOTEL,96,4,137,0,0
2170,1,HOTEL,96,2,161,1,1
2171,1,HOTEL_RESORT,134,1,113,0,0
2172,1,HOTEL,94,1,103,0,0
2173,1,HOTEL,94,1,113,0,1
2174,1,HOTEL,91,1,22,0,0
2175,1,HOTEL,91,1,56,1,1
2176,2,HOTEL_RESORT,101,5,249,0,0
2177,1,HOTEL,104,4,34,0,0
2178,1,HOTEL,91,2,25,0,0
2179,1,HOTEL,96,7,30,0,0
2180,1,HOTEL,114,27,25,0,1
2181,1,APARTMENT,94,1,22,0,1
2182,1,HOTEL,94,1,22,0,0
2183,1,HOTEL,107,6,22,0,0
2184,1,HOTEL,93,2,45,0,0
2185,1,HOTEL,94,1,137,0,1
2186,2,HOTEL,121,4,34,0,0
2187,1,HOTEL,313,15,22,1,1
2188,1,APARTMENT,93,1,54,1,0
2189,1,HOTEL,60241,5,22,0,1
2190,1,HOTEL,141,2,68,0,0
2191,2,HOTEL,109,4,45,0,0
2192,1,HOTEL,91,1,105,1,1
2193,1,HOTEL,97,2,220,0,1
2194,1,INN,91,1,22,0,0
2195,1,HOTEL,97,7,68,0,0
2196,1,HOTEL,90,1,113,1,1
2197,1,APART_HOTEL,121,4,30,0,0
2198,1,HOTEL,166,1,62,0,1
2199,1,HOTEL,96,3,47,0,0
2200,1,HOTEL_RESORT,109,1,178,1,0
2201,2,HOTEL,108,6,137,0,1
2202,1,APARTMENT,101,3,30,1,1
2203,1,HOTEL,125,2,25,0,0
2204,1,HOTEL,94,1,62,0,1
2205,1,HOTEL,93,3,25,0,0
2206,1,HOTEL,104,4,25,1,0
2207,1,APART_HOTEL,118,4,50,1,0
2208,2,HOTEL,94,1,124,0,0
2209,2,UNKNOWN,141,5,34,0,1
2210,1,HOTEL,91,1,34,0,0
2211,1,HOTEL,93,1,25,1,1
2212,1,HOTEL,97,3,50,0,0
2213,1,HOTEL,116,2,54,1,0
2214,1,HOTEL,91,2,22,0,0
2215,1,UNKNOWN,91,1,22,0,0
2216,1,HOTEL,96,2,204,0,1
2217,1,HOTEL,105,3,45,1,1
2218,1,HOTEL,109,7,25,0,1
2219,1,HOTEL,96,3,34,0,0
2220,1,HOTEL,93,1,76,0,0
2221,1,HOTEL,104,3,74,1,1
2222,1,APART_HOTEL,133,4,35,0,1
2223,2,HOSTEL_BACKPACKER_ACCOMMODATION,90,2,25,0,0
2224,1,HOTEL,90,1,83,0,0
2225,1,HOTEL,94,3,137,0,0
2226,1,HOTEL,90,1,62,1,0
2227,2,HOTEL,98,2,68,0,0
2228,1,HOTEL,96,1,93,0,0
2229,1,HOTEL,104,4,59,0,0
2230,1,HOTEL_RESORT,109,2,178,1,0
2231,2,GUEST_HOUSE,91,1,22,0,1
2232,1,HOTEL,91,1,74,0,0
2233,1,HOTEL,94,18,22,0,0
2234,1,HOTEL,96,1,62,0,0
2235,1,HOTEL,137,10,45,0,1
2236,2,HOTEL,96,1,47,0,0
2237,1,HOTEL,116,1,175,0,0
2238,1,HOTEL,104,3,35,0,0
2239,3,HOTEL,101,2,401,0,0
2240,2,HOTEL,103,2,42,0,1
2241,1,GUEST_HOUSE,91,2,25,0,0
2242,1,HOTEL,100,1,25,0,0
2243,1,HOTEL,96,1,42,0,0
2244,1,APART_HOTEL,123,7,39,0,1
2245,1,UNKNOWN,100,4,88,0,0
2246,2,HOTEL,91,1,108,0,0
2247,1,HOTEL,90,1,112,1,0
2248,2,HOTEL,94,3,27,0,1
2249,1,HOTEL,98,1,56,0,1
2250,1,HOTEL,96,4,45,0,0
2251,1,HOTEL,93,1,124,0,1
2252,3,HOTEL,133,3,30,1,1
2253,1,HOTEL,97,1,249,0,0
2254,1,HOTEL,100,2,30,0,0
2255,1,HOTEL,108,2,113,0,1
2256,1,HOTEL,97,2,45,0,0
2257,1,HOTEL,103,3,76,0,0
2258,1,HOTEL,94,9,35,1,1
2259,1,HOTEL,96,1,45,0,0
2260,1,HOTEL,111,4,45,0,0
2261,1,HOTEL_RESORT,109,1,113,0,1
2262,1,HOTEL,91,1,25,0,0
2263,1,APARTMENT,94,1,54,1,1
2264,2,HOTEL,136,1,25,0,0
2265,1,HOTEL,93,1,50,0,0
2266,2,HOTEL,112,2,30,0,0
2267,1,SUITE,97,1,68,1,0
2268,1,HOTEL,98,6,39,0,0
2269,1,HOTEL,105,2,146,1,0
2270,2,HOTEL,134,4,34,1,1
2271,1,APART_HOTEL,111,5,34,0,0
2272,1,HOTEL,93,3,39,0,0
2273,1,HOTEL,94,3,25,0,0
2274,2,HOTEL,108,4,30,0,0
2275,2,HOTEL,93,1,50,0,0
2276,1,HOTEL,96,1,27,0,0
2277,2,HOTEL,97,1,204,0,0
2278,4,HOTEL,112,2,401,0,1
2279,1,APARTMENT,104,11,22,0,0
2280,1,APART_HOTEL,96,2,79,1,1
2281,1,APART_HOTEL,94,1,45,1,0
2282,1,SUITE,93,1,68,1,1
2283,1,HOTEL,101,5,22,0,1
2284,1,SUITE,112,2,62,0,1
2285,1,HOTEL,91,6,35,0,0
2286,1,HOTEL,90,1,54,0,0
2287,1,HOTEL,97,1,34,0,0
2288,1,HOTEL,96,2,137,0,0
2289,1,HOTEL,94,1,50,0,0
2290,1,APARTMENT,96,1,22,0,0
2291,3,VILLA,111,1,142,0,0
2292,2,HOTEL,94,3,34,0,0
2293,1,HOTEL,105,3,27,0,1
2294,1,HOTEL,90,1,113,1,1
2295,1,HOTEL,93,4,35,0,0
2296,1,APART_HOTEL,97,7,34,0,0
2297,1,HOTEL,97,1,68,0,1
2298,1,HOTEL,116,5,34,0,0
2299,1,SUITE,130,4,54,1,1
2300,1,HOTEL,96,2,175,0,1
2301,1,APARTMENT,107,4,27,0,0
2302,1,HOTEL,91,1,71,0,0
2303,1,HOTEL,104,2,42,0,0
2304,2,HOTEL,115,5,66,0,1
2305,1,HOTEL,91,2,39,0,0
2306,1,HOTEL,116,5,27,0,0
2307,2,HOTEL,132,3,124,0,1
2308,1,HOTEL,108,1,47,0,0
2309,1,HOTEL,94,1,25,1,0
2310,1,HOTEL,97,3,35,0,1
2311,1,UNKNOWN,103,5,27,1,1
2312,1,HOTEL,107,3,62,0,0
2313,2,HOTEL,97,4,25,1,1
2314,1,HOTEL,96,1,25,0,0
2315,1,HOTEL,91,2,25,0,1
2316,1,HOTEL,91,1,25,0,0
2317,1,HOTEL,105,2,50,0,0
2318,1,HOTEL,90,1,71,0,1
2319,2,HOTEL,118,7,25,0,0
2320,1,APARTMENT,90,1,42,1,0
2321,1,HOTEL,119,3,96,0,0
2322,1,APART_HOTEL,93,1,47,0,0
2323,1,HOTEL,116,7,30,0,0
2324,1,HOTEL,97,1,84,0,0
2325,1,APART_HOTEL,118,4,50,1,0
2326,1,HOTEL,105,2,166,0,0
2327,2,HOTEL,118,5,71,0,0
2328,1,HOTEL,97,2,30,0,0
2329,1,UNKNOWN,94,1,27,0,1
2330,1,HOTEL,100,1,100,0,1
2331,1,APART_HOTEL,100,2,45,0,1
2332,1,HOTEL,94,1,47,0,0
2333,1,HOTEL,109,1,30,1,0
2334,1,HOTEL,93,3,22,0,1
2335,1,HOTEL,94,8,25,0,0
2336,1,APART_HOTEL,98,3,25,1,0
2337,1,APART_HOTEL,97,2,45,1,0
2338,2,HOTEL,96,2,183,1,0
2339,1,APARTMENT,91,1,84,1,0
2340,2,HOTEL_RESORT,91,1,249,0,0
2341,1,HOTEL,91,1,22,0,1
2342,1,HOTEL,90,1,30,0,0
2343,1,HOTEL,93,3,25,0,0
2344,1,HOTEL,96,1,30,0,1
2345,2,HOTEL,93,3,30,0,0
2346,2,HOTEL_RESORT,273,3,113,0,1
2347,1,SUITE,97,2,47,1,0
2348,2,HOTEL,93,1,22,0,1
2349,1,HOTEL,100,3,74,0,1
2350,1,HOTEL,105,7,22,0,0
2351,1,APART_HOTEL,100,5,27,0,0
2352,1,HOTEL,170,28,22,0,0
2353,1,HOTEL,91,1,34,1,0
2354,1,UNKNOWN,173,2,22,0,0
2355,2,APARTMENT,91,1,25,0,0
2356,1,HOTEL,91,3,22,0,1
2357,1,HOTEL,91,2,113,1,0
2358,2,UNKNOWN,115,5,39,0,0
2359,2,HOTEL,134,4,56,1,0
2360,1,ALL_INCLUSIVE,97,7,22,0,1
2361,3,HOTEL,107,4,22,0,0
2362,1,HOTEL,109,3,27,0,1
2363,1,HOTEL,94,1,68,0,0
2364,1,HOTEL,94,3,88,0,0
2365,2,APART_HOTEL,108,3,71,1,0
2366,1,UNKNOWN,93,1,39,0,0
2367,1,HOTEL,112,1,56,0,0
2368,2,HOTEL,100,1,204,0,1
2369,1,UNKNOWN,91,2,30,0,0
2370,2,HOTEL,144,5,34,0,0
2371,1,HOTEL,108,6,71,1,0
2372,1,HOTEL,96,1,79,0,0
2373,1,HOTEL,90,1,112,1,1
2374,1,UNKNOWN,94,1,39,0,1
2375,1,HOTEL_RESORT,91,1,108,0,1
2376,1,HOTEL,93,1,39,0,0
2377,1,HOTEL,90,1,108,1,0
2378,1,HOTEL,107,8,105,1,0
2379,3,HOTEL,101,2,68,0,0
2380,1,HOTEL,98,2,22,0,1
2381,1,HOTEL,103,2,47,0,0
2382,1,HOTEL,90,1,25,0,0
2383,1,HOTEL,96,3,34,0,1
2384,1,HOTEL_RESORT,96,5,25,0,1
2385,1,APART_HOTEL,104,1,45,0,1
2386,1,HOTEL,98,5,35,0,0
2387,1,UNKNOWN,107,2,30,0,0
2388,3,HOTEL,104,3,45,1,1
2389,1,HOTEL,112,3,56,1,1
2390,1,HOTEL,115,3,146,0,1
2391,1,HOTEL,90,1,132,1,1
2392,2,HOTEL,98,2,71,1,0
2393,1,HOTEL,91,1,22,0,0
2394,1,HOTEL,94,1,35,1,1
2395,2,UNKNOWN,97,2,27,0,0
2396,2,HOTEL,152,4,47,0,0
2397,1,HOTEL,96,2,66,0,1
2398,1,HOTEL,93,1,47,0,0
2399,1,HOTEL,91,1,42,0,1
2400,2,HOTEL_RESORT,94,1,42,0,0
2401,1,HOTEL,119,5,35,0,0
2402,1,HOTEL,103,2,183,1,0
2403,1,HOTEL,121,3,47,0,0
2404,1,HOTEL,97,2,34,0,1
2405,1,HOTEL,119,5,54,1,1
2406,2,HOTEL,166,6,45,1,1
2407,1,ALL_INCLUSIVE,100,3,25,0,0
2408,1,APART_HOTEL,93,1,25,0,0
2409,1,HOTEL,90,1,42,1,1
2410,1,APART_HOTEL,93,2,27,0,1
2411,1,HOTEL,93,1,30,1,1
2412,1,HOTEL,93,1,124,0,1
2413,1,UNKNOWN,114,3,25,0,1
2414,1,APARTMENT,94,2,34,1,1
2415,1,APART_HOTEL,97,1,25,0,1
2416,1,HOTEL,90,1,22,0,0
2417,1,HOTEL,93,7,30,1,0
2418,1,HOTEL,123,3,27,0,0
2419,2,HOTEL,104,2,35,0,0
2420,1,HOTEL,94,1,175,0,0
2421,1,HOTEL,91,1,39,0,0
2422,1,APARTMENT,93,1,79,0,0
2423,1,HOTEL,90,1,141,0,0
2424,1,HOTEL,122,9,35,0,1
2425,1,HOTEL,158,7,166,0,0
2426,1,HOTEL,115,6,22,0,0
2427,1,HOTEL,96,1,112,0,0
2428,1,HOTEL,96,2,137,0,1
2429,1,HOTEL,91,1,105,1,0
2430,1,APART_HOTEL,93,1,56,0,1
2431,1,HOTEL,90,1,50,0,0
2432,1,APARTMENT,91,2,34,0,0
2433,1,HOTEL,112,4,124,0,0
2434,1,HOTEL,104,3,42,0,0
2435,1,HOTEL,90,1,71,0,0
2436,1,HOTEL,91,1,183,1,0
2437,1,HOTEL,93,2,42,0,0
2438,1,HOTEL,94,2,22,0,0
2439,1,APART_HOTEL,52373,23,22,0,0
2440,2,HOTEL,108,3,88,0,1
2441,1,HOTEL,93,1,56,0,0
2442,2,HOTEL,103,3,105,1,0
2443,1,HOTEL,101,2,34,0,0
2444,1,HOTEL,93,1,166,0,1
2445,1,HOTEL,97,3,27,0,1
2446,3,HOTEL,105,2,401,0,1
2447,1,HOTEL,94,2,401,0,1
2448,1,SUITE,93,1,68,1,1
2449,1,HOTEL,108,2,35,0,0
2450,1,HOTEL,100,4,45,0,0
2451,2,HOTEL,154,7,22,0,0
2452,1,APARTMENT,97,1,68,0,1
2453,2,HOTEL,91,1,22,0,1
2454,1,HOTEL_RESORT,96,4,42,0,0
2455,1,APART_HOTEL,94,4,74,1,1
2456,1,APART_HOTEL,101,3,42,0,1
2457,1,HOTEL,42212,2,35,0,0
2458,1,HOTEL,127,2,42,0,0
2459,1,UNKNOWN,97,2,39,0,0
2460,1,HOTEL,173,3,62,0,0
2461,1,HOTEL,101,2,47,0,1
2462,1,HOTEL,90,1,108,1,0
2463,1,HOTEL_RESORT,109,1,35,1,0
2464,1,HOTEL,126,1,84,0,0
2465,1,APARTMENT,90,1,42,1,0
2466,1,HOTEL,98,2,146,1,0
2467,1,HOTEL_RESORT,91,1,25,0,1
2468,1,HOTEL,98,1,25,0,0
2469,1,HOTEL,104,3,50,0,0
2470,1,APARTMENT,108,5,45,0,0
2471,2,HOTEL,97,1,35,0,0
2472,1,HOTEL,97,1,68,0,0
2473,1,HOTEL,93,3,35,0,0
2474,1,HOTEL,90,1,59,0,0
2475,1,UNKNOWN,97,2,34,0,1
2476,1,HOTEL,94,1,204,0,1
2477,1,UNKNOWN,91,1,27,0,0
2478,1,HOTEL,91,1,22,0,0
2479,1,HOTEL,46757,2,22,0,1
2480,1,HOTEL,98,2,42,0,0
2481,1,HOTEL,104,5,45,0,0
2482,1,APART_HOTEL,141,7,39,0,1
2483,1,HOTEL,91,2,25,0,1
2484,1,HOTEL,91,2,27,0,0
2485,2,HOTEL,98,5,54,0,1
2486,1,HOTEL,91,1,30,0,1
2487,1,HOTEL,116,2,74,0,0
2488,1,HOTEL,90,1,50,1,0
2489,1,VILLA,111,1,27,0,1
2490,1,HOTEL,91,1,91,0,0
2491,1,HOTEL,91,1,22,0,0
2492,1,HOTEL,96,1,74,1,1
2493,1,HOTEL,91,2,45,0,0
2494,1,HOTEL,90,1,42,1,1
2495,3,HOTEL,156,1,22,0,1
2496,1,HOTEL,151,6,27,0,0
2497,1,HOTEL,101,8,30,0,1
2498,1,HOTEL,116,2,161,1,0
2499,1,HOTEL,91,1,22,0,0
2500,1,HOTEL,98,4,83,0,0
2501,1,HOTEL,98,2,175,0,0
2502,1,HOTEL,94,2,76,0,0
2503,1,HOTEL,101,4,47,1,1
2504,2,HOTEL,166,7,76,0,1
2505,1,HOTEL,93,5,113,1,0
2506,1,APART_HOTEL,121,7,22,0,0
2507,1,HOTEL,96,1,84,0,1
2508,3,HOTEL,97,2,35,0,0
2509,1,HOTEL,100,1,56,0,0
2510,2,HOTEL,126,5,27,0,1
2511,1,HOTEL,91,3,39,0,0
2512,1,HOTEL,93,1,175,0,0
2513,1,HOTEL,91,1,84,1,0
2514,1,HOTEL,121,1,34,0,0
2515,1,HOTEL,143,6,68,1,1
2516,1,SUITE,98,2,68,1,0
2517,1,HOTEL_RESORT,94,1,88,0,0
2518,1,UNKNOWN,90,1,30,0,0
2519,2,HOTEL,151,3,166,0,1
2520,1,HOTEL,91,1,47,0,0
2521,1,HOTEL,129,5,45,0,0
2522,2,HOTEL,112,2,124,0,1
2523,4,HOTEL,100,4,45,0,0
2524,1,HOTEL,103,5,22,0,0
2525,2,HOTEL,129,5,96,0,1
2526,1,HOTEL,96,1,74,0,1
2527,1,HOTEL,116,1,35,0,0
2528,1,HOTEL,111,26,22,0,1
2529,1,HOTEL,90,1,112,1,0
2530,1,HOTEL,103,4,25,0,0
2531,1,UNKNOWN,133,8,27,0,1
2532,1,HOTEL,100,1,146,0,0
2533,1,APART_HOTEL,103,2,76,1,1
2534,1,APART_HOTEL,103,3,25,1,0
2535,1,HOTEL,104,6,34,0,1
2536,1,HOTEL,96,1,161,1,1
2537,1,HOTEL,91,2,66,0,1
2538,1,HOTEL,100,2,71,1,1
2539,1,APARTMENT,91,1,71,0,0
2540,2,HOTEL,104,3,22,0,0
2541,1,HOTEL,93,4,22,0,0
2542,1,HOTEL,90,1,71,0,0
2543,1,HOTEL,93,1,45,1,0
2544,1,HOTEL,219,23,25,0,1
2545,1,UNKNOWN,90,1,54,0,1
2546,4,HOTEL,103,5,113,1,1
2547,1,APARTMENT,94,1,103,0,0
2548,1,HOTEL,98,2,39,0,1
2549,1,HOTEL,91,3,79,0,0
2550,1,HOTEL,93,2,401,0,0
2551,1,APARTMENT,96,2,54,1,1
2552,1,HOSTEL_BACKPACKER_ACCOMMODATION,100,24,25,0,0
2553,1,HOTEL,94,2,84,0,0
2554,1,HOTEL,94,1,39,1,1
2555,1,HOTEL,93,1,30,0,0
2556,3,HOTEL,119,5,25,0,0
2557,2,SUITE,91,1,39,1,0
2558,1,HOTEL,94,4,27,0,0
2559,1,HOTEL,96,1,25,1,0
2560,2,HOTEL,93,1,22,0,0
2561,1,APARTMENT,91,1,34,1,0
2562,1,SUITE,94,1,30,1,0
2563,1,VILLA,104,1,22,0,0
2564,1,HOTEL,97,7,27,0,1
2565,1,APART_HOTEL,93,2,47,0,1
2566,1,HOTEL_RESORT,121,8,27,0,1
2567,1,HOTEL,94,1,34,0,0
2568,1,HOTEL,105,4,103,0,0
2569,1,HOTEL,103,1,112,0,0
2570,1,HOTEL,94,5,39,1,1
2571,1,HOTEL,101,2,62,1,1
2572,1,HOTEL,98,2,66,0,1
2573,1,APART_HOTEL,115,6,22,0,1
2574,1,SUITE,93,1,62,0,0
2575,1,HOTEL,98,3,22,0,0
2576,1,HOTEL,98,1,249,0,0
2577,1,HOTEL,97,7,25,0,0
2578,1,HOTEL,98,1,22,0,1
2579,1,APART_HOTEL,93,1,76,1,0
2580,1,HOTEL,98,1,151,0,0
2581,1,APART_HOTEL,97,2,25,0,0
2582,1,HOTEL,91,2,27,0,0
2583,1,HOTEL,97,2,45,0,0
2584,1,HOTEL,93,3,42,0,0
2585,1,HOTEL,98,1,22,0,0
2586,1,HOTEL,96,2,25,0,0
2587,1,HOTEL,97,4,22,0,0
2588,2,HOTEL,127,8,27,0,0
2589,1,HOTEL,94,3,25,0,1
2590,1,HOTEL_RESORT,170,2,178,1,0
2591,2,HOTEL,119,3,35,0,1
2592,1,APART_HOTEL,94,1,25,1,1
2593,1,HOTEL,90,1,112,1,1
2594,1,HOTEL,98,2,146,1,1
2595,1,HOTEL,108,3,34,0,0
2596,1,HOTEL,93,1,62,0,0
2597,1,HOTEL,98,2,54,1,1
2598,1,HOTEL,112,5,103,0,0
2599,1,UNKNOWN,103,2,27,0,0
2600,1,HOTEL,91,1,45,1,1
2601,2,HOTEL,107,5,25,0,0
2602,1,HOSTEL_BACKPACKER_ACCOMMODATION,91,1,22,0,0
2603,1,HOTEL,104,2,34,0,0
2604,1,HOTEL,101,4,34,0,0
2605,1,HOTEL,91,1,35,1,0
2606,1,HOTEL,91,1,183,1,0
2607,1,HOTEL,96,4,137,0,1
2608,1,HOTEL,94,2,96,1,0
2609,1,HOSTEL_BACKPACKER_ACCOMMODATION,91,15,22,0,1
2610,1,HOTEL,116,3,59,0,1
2611,1,HOTEL_RESORT,93,2,42,1,0
2612,1,APART_HOTEL,91,1,74,1,1
2613,1,SUITE,96,1,27,1,0
2614,1,ALL_INCLUSIVE,94,10,22,0,0
2615,1,HOTEL,96,1,47,1,0
2616,1,HOTEL,93,1,30,0,1
2617,1,HOTEL,96,8,34,0,0
